,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,training_hours,Experience,Company_Size,Last_new_job
1626,18665,city_21,0.624,Male,No relevent experience,No enrollment,Primary School,,,9,1,,0
1627,20691,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,Other,37,19,75.0,0
1628,10260,city_21,0.624,,No relevent experience,Part time course,Masters,STEM,,32,2,,2
1629,4586,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,,46,2,,1
1630,610,city_28,0.939,,No relevent experience,No enrollment,Phd,STEM,Pvt Ltd,144,21,7500.0,3
1631,17389,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,,39,11,,5
1632,12558,city_74,0.579,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,28,7,75.0,2
1633,16395,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,40,7,30.0,0
1634,11770,city_162,0.767,Male,Has relevent experience,No enrollment,Masters,STEM,NGO,192,17,75.0,2
1635,27991,city_46,0.762,Male,No relevent experience,Full time course,High School,,,30,3,,1
1636,27425,city_75,0.939,Other,Has relevent experience,No enrollment,Graduate,STEM,,34,16,,0
1637,25585,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,50,4,250.0,2
1638,20758,city_136,0.897,Male,Has relevent experience,,Masters,STEM,Pvt Ltd,258,13,750.0,5
1639,4791,city_83,0.923,,No relevent experience,Full time course,Masters,STEM,Public Sector,158,4,75.0,3
1640,18816,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,,82,7,,1
1641,31466,city_24,0.698,Male,Has relevent experience,No enrollment,Masters,STEM,,52,11,,3
1642,12500,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,30,11,250.0,5
1643,1928,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,18,4,,0
1644,15385,city_149,0.6890000000000001,,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,36,5,2500.0,1
1645,14264,city_16,0.91,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,30,21,250.0,5
1646,29541,city_75,0.939,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,7,9,7500.0,1
1647,8426,city_45,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,60,5,8.0,4
1648,11148,city_24,0.698,,No relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,14,8,750.0,1
1649,22661,city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,92,4,8.0,3
1650,19550,city_21,0.624,Female,Has relevent experience,Part time course,Graduate,STEM,,2,7,,4
1651,15384,city_21,0.624,Male,No relevent experience,Full time course,High School,,,48,4,,0
1652,1443,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,12,4,75.0,1
1653,14491,city_144,0.84,Male,Has relevent experience,No enrollment,High School,,Funded Startup,36,13,75.0,1
1654,3275,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,39,12,250.0,1
1655,5265,city_134,0.698,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,32,9,2500.0,1
1656,15865,city_160,0.92,,Has relevent experience,No enrollment,Masters,STEM,,14,7,,2
1657,8539,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,35,15,10500.0,1
1658,25995,city_16,0.91,,No relevent experience,No enrollment,Graduate,STEM,Public Sector,55,6,10500.0,1
1659,12288,city_16,0.91,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,86,4,75.0,1
1660,25411,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,Public Sector,7,3,750.0,3
1661,12189,city_74,0.579,Male,No relevent experience,Full time course,Graduate,STEM,,54,3,,2
1662,27933,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,114,11,2500.0,2
1663,11273,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,50,11,750.0,1
1664,30859,city_159,0.843,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,10,10,250.0,3
1665,15521,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,166,14,30.0,1
1666,25054,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,,28,9,,1
1667,11506,city_115,0.789,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,57,7,75.0,1
1668,5934,city_72,0.795,Male,Has relevent experience,No enrollment,Graduate,No Major,Pvt Ltd,46,3,2500.0,1
1669,3689,city_73,0.754,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,25,9,30.0,3
1670,27337,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,166,15,10500.0,1
1671,15911,city_136,0.897,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,46,5,75.0,1
1672,32996,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,204,13,250.0,5
1673,10663,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,14,11,2500.0,0
1674,18356,city_11,0.55,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,43,12,75.0,3
1675,6865,city_136,0.897,,No relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,56,2,8.0,
1676,30679,city_28,0.939,Male,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,166,7,30.0,3
1677,7347,city_102,0.804,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,75,0,7500.0,1
1678,31951,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,45,3,75.0,1
1679,13009,city_103,0.92,,No relevent experience,No enrollment,Masters,STEM,,90,3,,1
1680,6452,city_165,0.903,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,140,9,2500.0,5
1681,19294,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,80,7,7500.0,2
1682,12946,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,44,5,250.0,2
1683,8375,city_53,0.74,Male,Has relevent experience,No enrollment,Graduate,STEM,,71,9,,2
1684,8043,city_159,0.843,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,29,16,75.0,1
1685,4063,city_16,0.91,Other,No relevent experience,No enrollment,Masters,STEM,Other,148,21,750.0,5
1686,14821,city_28,0.939,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,12,21,250.0,1
1687,16107,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,,108,15,,5
1688,23465,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,,60,1,,0
1689,18698,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,,220,2,,1
1690,24582,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,19,16,75.0,2
1691,19239,city_160,0.92,,Has relevent experience,No enrollment,Masters,Humanities,Pvt Ltd,10,11,250.0,3
1692,9664,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,86,8,8.0,2
1693,17300,city_21,0.624,Male,No relevent experience,,Graduate,STEM,Pvt Ltd,72,3,8.0,1
1694,21257,city_157,0.769,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,64,21,750.0,5
1695,26856,city_103,0.92,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,24,16,750.0,4
1696,29283,city_67,0.855,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,55,15,250.0,3
1697,30846,city_116,0.743,Male,Has relevent experience,No enrollment,Graduate,Business Degree,Pvt Ltd,40,21,250.0,5
1698,24670,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,330,15,250.0,5
1699,11391,city_73,0.754,Male,Has relevent experience,No enrollment,Graduate,Humanities,Early Stage Startup,7,21,30.0,1
1700,13823,city_77,0.83,Male,No relevent experience,Full time course,High School,,Pvt Ltd,20,5,30.0,1
1701,25931,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,26,3,10500.0,3
1702,14638,city_114,0.926,,Has relevent experience,No enrollment,,,,34,4,30.0,1
1703,29031,city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,,162,6,,1
1704,14883,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,14,1,10500.0,1
1705,17924,city_10,0.895,Male,No relevent experience,Full time course,Masters,STEM,,44,21,,1
1706,30951,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,Other,Pvt Ltd,73,3,7500.0,2
1707,9051,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,,29,2,,0
1708,6963,city_65,0.802,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,7,14,250.0,1
1709,3559,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,59,21,7500.0,5
1710,9700,city_71,0.884,Female,No relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,34,4,10500.0,2
1711,11849,city_73,0.754,Male,Has relevent experience,No enrollment,Masters,STEM,,100,12,,5
1712,22737,city_16,0.91,,No relevent experience,No enrollment,Masters,STEM,Early Stage Startup,18,7,75.0,1
1713,6969,city_41,0.8270000000000001,Male,Has relevent experience,No enrollment,Graduate,STEM,,62,16,,1
1714,31870,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,NGO,3,1,2500.0,1
1715,25263,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,10,17,7500.0,1
1716,21049,city_90,0.698,,Has relevent experience,No enrollment,Graduate,STEM,,50,2,,1
1717,17307,city_114,0.926,,Has relevent experience,Full time course,Graduate,STEM,,53,1,,1
1718,19471,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,65,21,30.0,1
1719,22338,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,41,21,30.0,3
1720,18519,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,53,4,,1
1721,8752,city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,Public Sector,52,10,,5
1722,17254,city_91,0.691,,No relevent experience,Full time course,Primary School,,,133,2,,1
1723,31441,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,156,15,,2
1724,13175,city_75,0.939,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,6,9,75.0,1
1725,2122,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,13,5,,0
1726,734,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,11,10,750.0,
1727,10655,city_136,0.897,Female,No relevent experience,Full time course,Graduate,STEM,,102,4,,0
1728,20900,city_71,0.884,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,6,3,750.0,1
1729,25977,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,74,3,75.0,1
1730,8038,city_150,0.698,,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,53,5,30.0,1
1731,9275,city_158,0.7659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,,324,13,,5
1732,26576,city_103,0.92,Other,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,122,4,750.0,3
1733,8184,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,127,5,75.0,1
1734,25181,city_100,0.887,,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,4,,30.0,3
1735,27059,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,25,21,10500.0,5
1736,17920,city_102,0.804,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,69,5,250.0,2
1737,14932,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,24,7,250.0,3
1738,2491,city_71,0.884,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,210,16,75.0,1
1739,22450,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,,150,10,,2
1740,12831,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,97,14,10500.0,1
1741,24057,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,54,5,250.0,0
1742,27854,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,15,21,10500.0,5
1743,9083,city_114,0.926,,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,170,10,30.0,4
1744,26670,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,52,21,,2
1745,5709,city_13,0.8270000000000001,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,42,17,30.0,1
1746,31995,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,105,3,10500.0,0
1747,11845,city_103,0.92,Female,No relevent experience,Full time course,Phd,STEM,NGO,89,7,,0
1748,14052,city_114,0.926,Female,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,58,9,8.0,4
1749,22407,city_11,0.55,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,162,8,75.0,3
1750,33353,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,25,15,10500.0,1
1751,32278,city_2,0.7879999999999999,Male,No relevent experience,Part time course,Graduate,STEM,,88,2,,2
1752,14069,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,,4,4,,0
1753,828,city_103,0.92,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,36,21,75.0,5
1754,16574,city_67,0.855,Male,Has relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,54,18,250.0,2
1755,6742,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,Pvt Ltd,55,2,250.0,1
1756,6583,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,66,13,75.0,1
1757,15159,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,NGO,72,4,250.0,1
1758,16614,city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,,212,9,10500.0,1
1759,27456,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,5,4,2500.0,1
1760,16462,city_128,0.527,Male,Has relevent experience,No enrollment,Graduate,Business Degree,Pvt Ltd,50,6,8.0,2
1761,32105,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,34,14,250.0,2
1762,22464,city_21,0.624,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,126,3,75.0,1
1763,20165,city_134,0.698,,No relevent experience,,,,,260,1,,
1764,2610,city_1,0.847,Male,Has relevent experience,No enrollment,Graduate,STEM,,9,21,,5
1765,18668,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,9,11,7500.0,1
1766,20361,city_21,0.624,Female,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,13,6,75.0,1
1767,1055,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,24,17,250.0,5
1768,19794,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,Public Sector,10,5,75.0,2
1769,4810,city_160,0.92,,No relevent experience,No enrollment,Graduate,STEM,,76,21,,1
1770,16560,city_90,0.698,Male,No relevent experience,No enrollment,Graduate,STEM,,48,0,,1
1771,5236,city_67,0.855,Female,No relevent experience,Full time course,Graduate,Other,,38,5,,1
1772,28886,city_21,0.624,,Has relevent experience,Full time course,,,,316,1,,0
1773,18338,city_20,0.7959999999999999,Male,Has relevent experience,No enrollment,Graduate,STEM,Other,52,11,250.0,3
1774,25697,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,Humanities,Pvt Ltd,24,19,75.0,3
1775,15150,city_98,0.949,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,50,21,2500.0,5
1776,5005,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,83,2,75.0,2
1777,8358,city_67,0.855,,Has relevent experience,Part time course,High School,,Pvt Ltd,33,5,7500.0,1
1778,27297,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,34,1,,0
1779,19413,city_21,0.624,Male,Has relevent experience,No enrollment,,,,9,2,,2
1780,5111,city_134,0.698,,No relevent experience,No enrollment,,,,84,2,,0
1781,13477,city_149,0.6890000000000001,Male,No relevent experience,No enrollment,Graduate,STEM,,35,4,,1
1782,2120,city_105,0.794,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,158,5,250.0,2
1783,28293,city_16,0.91,Male,No relevent experience,No enrollment,Primary School,,,46,3,,2
1784,31481,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,23,3,,0
1785,25635,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,Other,Early Stage Startup,58,21,8.0,1
1786,14041,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,75,16,750.0,1
1787,10311,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,,106,11,30.0,1
1788,13925,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,STEM,Funded Startup,79,9,250.0,1
1789,2183,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,106,4,75.0,0
1790,23188,city_103,0.92,Male,No relevent experience,No enrollment,Masters,Humanities,Pvt Ltd,102,21,10500.0,5
1791,8982,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,20,14,,4
1792,20064,city_10,0.895,,No relevent experience,Full time course,High School,,,90,3,,0
1793,21604,city_21,0.624,Female,No relevent experience,No enrollment,Graduate,STEM,Public Sector,101,0,250.0,0
1794,3991,city_103,0.92,Male,No relevent experience,Full time course,High School,,,59,4,,1
1795,3307,city_123,0.738,Male,Has relevent experience,No enrollment,Masters,STEM,Early Stage Startup,67,14,8.0,1
1796,4343,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,61,21,10500.0,5
1797,24642,city_16,0.91,Female,Has relevent experience,No enrollment,Masters,STEM,Public Sector,54,8,75.0,2
1798,12008,city_103,0.92,,Has relevent experience,Part time course,High School,,Pvt Ltd,26,13,250.0,1
1799,22200,city_114,0.926,,No relevent experience,Full time course,High School,,,6,6,,0
1800,2789,city_40,0.7759999999999999,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,148,13,75.0,2
1801,22697,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,80,8,75.0,1
1802,20321,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,21,9,75.0,4
1803,13470,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,26,21,10500.0,5
1804,31236,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,43,10,,2
1805,32607,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,60,7,10500.0,4
1806,8216,city_21,0.624,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,214,11,250.0,2
1807,5320,city_173,0.878,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,89,6,250.0,0
1808,30466,city_10,0.895,Male,No relevent experience,Full time course,High School,,Pvt Ltd,89,4,30.0,1
1809,24026,city_74,0.579,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,87,6,30.0,1
1810,30013,city_40,0.7759999999999999,Male,Has relevent experience,No enrollment,Masters,Other,Pvt Ltd,21,9,250.0,1
1811,22342,city_99,0.915,Female,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,21,5,30.0,1
1812,370,city_36,0.893,Male,Has relevent experience,No enrollment,Graduate,STEM,,85,21,,5
1813,30365,city_11,0.55,,No relevent experience,No enrollment,Graduate,STEM,,25,2,,1
1814,30316,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,57,2,7500.0,1
1815,28350,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,39,7,75.0,2
1816,11927,city_149,0.6890000000000001,,Has relevent experience,No enrollment,Graduate,STEM,,21,14,,2
1817,31708,city_21,0.624,Male,No relevent experience,Full time course,High School,,,55,4,,1
1818,25882,city_149,0.6890000000000001,Male,No relevent experience,No enrollment,Graduate,STEM,,66,20,,0
1819,16079,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,2,8,250.0,4
1820,21788,city_94,0.698,Male,No relevent experience,No enrollment,Graduate,STEM,Funded Startup,51,11,30.0,1
1821,2530,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,43,0,30.0,1
1822,20640,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,69,21,,1
1823,7148,city_160,0.92,Other,No relevent experience,No enrollment,Graduate,STEM,Public Sector,30,21,10500.0,5
1824,20308,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,,23,6,,1
1825,2196,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,152,10,10500.0,1
1826,17225,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,Early Stage Startup,8,3,30.0,1
1827,28163,city_65,0.802,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,21,16,7500.0,1
1828,16164,city_102,0.804,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,144,13,2500.0,3
1829,11460,city_74,0.579,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,157,13,250.0,1
1830,2900,city_9,0.743,Male,Has relevent experience,No enrollment,Graduate,STEM,NGO,17,10,250.0,5
1831,1026,city_162,0.767,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,62,11,2500.0,3
1832,8049,city_65,0.802,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,102,21,75.0,1
1833,12413,city_28,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,13,11,30.0,4
1834,17269,city_16,0.91,Male,No relevent experience,No enrollment,High School,,,78,11,,1
1835,3885,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,10,21,750.0,5
1836,5194,city_103,0.92,Male,No relevent experience,No enrollment,Primary School,,Pvt Ltd,45,2,,0
1837,11644,city_19,0.682,Male,Has relevent experience,No enrollment,,,Pvt Ltd,45,8,8.0,1
1838,28377,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Early Stage Startup,110,14,75.0,1
1839,25914,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,19,3,,0
1840,24947,city_114,0.926,Male,Has relevent experience,,Graduate,STEM,Pvt Ltd,17,5,30.0,2
1841,32540,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,46,21,8.0,1
1842,1346,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Public Sector,332,7,250.0,4
1843,13220,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,51,6,250.0,4
1844,19336,city_103,0.92,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,60,21,30.0,1
1845,7416,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,56,3,7500.0,1
1846,26996,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,Other,Funded Startup,112,13,8.0,2
1847,26859,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,78,7,,1
1848,13498,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,62,21,75.0,5
1849,17659,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,NGO,140,21,2500.0,5
1850,25173,city_23,0.899,Male,Has relevent experience,No enrollment,Graduate,STEM,NGO,17,5,250.0,1
1851,12002,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,214,10,8.0,1
1852,22468,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,,66,7,,2
1853,25106,city_102,0.804,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,11,21,75.0,5
1854,11730,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,NGO,57,17,8.0,1
1855,21871,city_72,0.795,,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,27,7,8.0,1
1856,19543,city_152,0.698,,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,34,4,8.0,1
1857,4842,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,Public Sector,50,7,250.0,1
1858,12874,city_160,0.92,Female,No relevent experience,No enrollment,Graduate,Other,,27,2,750.0,1
1859,19725,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,41,2,250.0,1
1860,27614,city_16,0.91,Male,Has relevent experience,No enrollment,High School,,Other,7,8,10500.0,1
1861,322,city_67,0.855,Male,Has relevent experience,Full time course,High School,,Pvt Ltd,32,3,8.0,1
1862,29603,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,69,9,10500.0,2
1863,28292,city_103,0.92,Female,No relevent experience,No enrollment,Masters,Humanities,Early Stage Startup,113,6,30.0,1
1864,423,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,30,7,10500.0,2
1865,22858,city_16,0.91,,No relevent experience,No enrollment,High School,,,31,0,,0
1866,16449,city_114,0.926,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,60,21,7500.0,5
1867,26195,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,61,21,750.0,1
1868,29710,city_149,0.6890000000000001,,No relevent experience,Part time course,,,,11,2,,0
1869,11901,city_160,0.92,Male,No relevent experience,Full time course,High School,,,88,5,,1
1870,8170,city_45,0.89,Male,Has relevent experience,Full time course,High School,,,52,9,,1
1871,31818,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,11,5,250.0,1
1872,10618,city_21,0.624,,No relevent experience,Full time course,High School,,,89,5,,0
1873,10217,city_159,0.843,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,33,8,75.0,1
1874,13819,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,Public Sector,68,7,,1
1875,13722,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,,56,21,,1
1876,18100,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,NGO,218,5,30.0,1
1877,5029,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,57,15,75.0,2
1878,31473,city_114,0.926,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,148,17,2500.0,3
1879,26801,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,,2,21,,1
1880,18912,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,Funded Startup,46,4,250.0,2
1881,27030,city_173,0.878,Male,Has relevent experience,No enrollment,Masters,STEM,,3,13,,1
1882,3647,city_71,0.884,Male,No relevent experience,Part time course,High School,,Pvt Ltd,9,7,250.0,1
1883,4222,city_21,0.624,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,130,10,75.0,1
1884,25614,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,,9,2,,2
1885,19648,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,21,4,10500.0,2
